Orden_ID,Fecha,Cliente,Sector_Cliente,Tipo_Equipo,Componente,Tipo_Servicio,Tecnico_Responsable,Tiempo_Reparacion_Horas,Costo_Repuestos_PEN,Costo_Mano_Obra_PEN,Costo_Total_PEN,Estado,Reincidencia
OT-2024524,2025-09-08,Southern Perú,Construcción,Volquete,Cucharón,Cromado Duro,Carlos Mamani,3.3,479.49,123.07,602.56,Completado,No
OT-2024419,2025-09-11,Consorcio Vial Sur,Transporte,Excavadora,Alternador,Mantenimiento Hidráulico,José Quispe,1.0,2409.62,45.01,2454.63,En proceso,No
OT-2024164,2025-09-11,Transportes Rodríguez,Minería,Perforadora,Bastidor,Soldadura,Pedro Vilca,6.1,3805.91,276.29,4082.2,En proceso,No
OT-2024266,2025-09-15,Minera Chapi,Minería,Perforadora,Estructura Metálica,Soldadura,Miguel Choque,2.7,5322.7,159.88,5482.58,Completado,No
OT-2024208,2025-09-16,Cementos Yura,Minería,Retroexcavadora,Cilindro Hidráulico,Soldadura,Carlos Mamani,6.3,4673.53,371.08,5044.61,Completado,No
OT-2024288,2025-09-16,Southern Perú,Transporte,Volquete,Alternador,Mantenimiento Hidráulico,Luis Flores,11.4,1793.67,543.72,2337.39,Pendiente,No
OT-2024527,2025-09-17,Southern Perú,Minería,Volquete,Acumulador de Freno,Soldadura,Ana Torres,1.2,5779.51,50.04,5829.55,Completado,No
OT-2024370,2025-09-17,Cerro Verde,Construcción,Grúa,Acumulador de Freno,Sistema Eléctrico,Pedro Vilca,3.1,5476.57,154.55,5631.12,En proceso,No
OT-2024179,2025-09-19,Cementos Yura,Minería,Volquete,Mando Final,Mantenimiento Hidráulico,José Quispe,2.3,5971.25,133.29,6104.54,Completado,No
OT-2024286,2025-09-19,Constructora Andina,Transporte,Excavadora,Rueda,Soldadura,José Quispe,4.9,6080.15,278.25,6358.4,Completado,No
OT-2024178,2025-09-24,Yura S.A.,Industria,Grúa,Arrancador,Sistema Eléctrico,Miguel Choque,1.0,1968.5,44.54,2013.04,Completado,No
OT-2024443,2025-09-25,Minera Chapi,Minería,Perforadora,Alternador,Mantenimiento Hidráulico,Miguel Choque,6.9,2600.99,283.1,2884.09,Completado,No
OT-2024591,2025-09-25,Aceros Arequipa,Construcción,Perforadora,Motor Eléctrico,Mantenimiento Hidráulico,José Quispe,2.2,2968.46,104.67,3073.13,En proceso,No
OT-2024428,2025-09-27,Yura S.A.,Minería,Retroexcavadora,Mando Final,Mantenimiento Hidráulico,José Quispe,8.6,2003.98,353.37,2357.35,Pendiente,No
OT-2024446,2025-09-29,Aceros Arequipa,Energía,Tractor,Arrancador,Cromado Duro,Ana Torres,14.4,5782.56,532.03,6314.59,Completado,No
OT-2024219,2025-09-29,Cementos Yura,Minería,Tractor,Arrancador,Mantenimiento Hidráulico,Carlos Mamani,8.6,6746.84,301.82,7048.66,Completado,No
OT-2024373,2025-09-30,Cerro Verde,Transporte,Grúa,Rueda,Sistema Eléctrico,Ana Torres,6.5,5448.21,345.19,5793.4,En proceso,No
OT-2024254,2025-10-01,Southern Perú,Transporte,Tractor,Alternador,Soldadura,Luis Flores,5.3,2297.0,268.77,2565.77,Pendiente,No
OT-2024313,2025-10-01,Aceros Arequipa,Energía,Perforadora,Cucharón,Sistema Eléctrico,Carlos Mamani,3.7,7099.75,141.08,7240.83,Pendiente,No
OT-2024168,2025-10-01,Aceros Arequipa,Minería,Excavadora,Bastidor,Mantenimiento Hidráulico,José Quispe,8.5,2439.68,465.98,2905.66,Completado,No
OT-2024441,2025-10-02,Cerro Verde,Industria,Grúa,Estructura Metálica,Mantenimiento Hidráulico,José Quispe,6.2,4372.74,222.84,4595.58,Completado,No
OT-2024257,2025-10-02,Buenaventura,Minería,Tractor,Rueda,Soldadura,Carlos Mamani,4.8,3595.53,233.92,3829.45,Completado,No
OT-2024213,2025-10-03,Cerro Verde,Minería,Volquete,Arrancador,Mantenimiento Hidráulico,Pedro Vilca,9.9,1065.79,546.54,1612.33,Completado,No
OT-2024131,2025-10-04,Minera Chapi,Transporte,Tractor,Cilindro Hidráulico,Mantenimiento Hidráulico,Miguel Choque,9.7,782.11,529.3,1311.41,En proceso,No
OT-2024162,2025-10-07,Cerro Verde,Transporte,Perforadora,Motor Eléctrico,Soldadura,Carlos Mamani,6.2,4946.51,271.17,5217.68,Completado,No
OT-2024046,2025-10-08,Aceros Arequipa,Minería,Retroexcavadora,Mando Final,Cromado Duro,Miguel Choque,3.5,1141.42,177.91,1319.33,Pendiente,No
OT-2024102,2025-10-09,Transportes Rodríguez,Energía,Grúa,Rueda,Mantenimiento Hidráulico,Carlos Mamani,8.3,1466.58,329.58,1796.16,Completado,No
OT-2024185,2025-10-10,Transportes Rodríguez,Transporte,Volquete,Estructura Metálica,Soldadura,Miguel Choque,5.1,1272.69,221.95,1494.64,Completado,No
OT-2024271,2025-10-13,Aceros Arequipa,Industria,Tractor,Acumulador de Freno,Soldadura,Ana Torres,4.6,5994.03,198.61,6192.64,Completado,No
OT-2024394,2025-10-15,Buenaventura,Industria,Cargador Frontal,Estructura Metálica,Soldadura,Pedro Vilca,6.2,2361.14,362.84,2723.98,En proceso,No
OT-2024149,2025-10-16,Southern Perú,Minería,Excavadora,Rueda,Soldadura,Ana Torres,3.9,240.79,210.7,451.49,Completado,Sí
OT-2024425,2025-10-17,Cementos Yura,Construcción,Excavadora,Cucharón,Mantenimiento Hidráulico,Luis Flores,3.8,4282.58,220.54,4503.12,Completado,No
OT-2024460,2025-10-17,Consorcio Vial Sur,Energía,Grúa,Cucharón,Sistema Eléctrico,Pedro Vilca,2.9,3582.82,163.01,3745.83,En proceso,No
OT-2024432,2025-10-18,Minera Chapi,Transporte,Grúa,Rueda,Sistema Eléctrico,Pedro Vilca,6.4,3031.27,364.68,3395.95,Completado,No
OT-2024596,2025-10-19,Yura S.A.,Construcción,Excavadora,Arrancador,Cromado Duro,Miguel Choque,14.9,6412.88,837.93,7250.81,Completado,No
OT-2024431,2025-10-20,Southern Perú,Construcción,Retroexcavadora,Mando Final,Soldadura,Miguel Choque,7.5,1675.73,397.57,2073.3,Completado,No
OT-2024278,2025-10-20,Southern Perú,Energía,Grúa,Estructura Metálica,Mantenimiento Hidráulico,José Quispe,1.3,3862.3,46.42,3908.72,Completado,No
OT-2024334,2025-10-20,Yura S.A.,Minería,Volquete,Bastidor,Cromado Duro,Luis Flores,9.2,7136.07,446.89,7582.96,En proceso,No
OT-2024485,2025-10-20,Yura S.A.,Minería,Grúa,Rueda,Soldadura,Ana Torres,3.3,3343.64,167.85,3511.49,Completado,No
OT-2024246,2025-10-21,Yura S.A.,Construcción,Tractor,Motor Eléctrico,Mantenimiento Hidráulico,Luis Flores,6.4,7613.58,317.06,7930.64,Completado,No
OT-2024018,2025-10-23,Constructora Andina,Transporte,Retroexcavadora,Acumulador de Freno,Soldadura,Pedro Vilca,1.9,3142.83,66.62,3209.45,Completado,No
OT-2024544,2025-10-24,Consorcio Vial Sur,Minería,Excavadora,Alternador,Mantenimiento Hidráulico,Ana Torres,10.8,7632.11,442.62,8074.73,Pendiente,No
OT-2024372,2025-10-24,Buenaventura,Minería,Excavadora,Rueda,Soldadura,Miguel Choque,2.9,3932.52,168.84,4101.36,En proceso,No
OT-2024016,2025-10-25,Aceros Arequipa,Minería,Cargador Frontal,Estructura Metálica,Sistema Eléctrico,Ana Torres,8.1,1544.09,322.44,1866.53,Completado,Sí
OT-2024496,2025-10-25,Aceros Arequipa,Minería,Tractor,Cilindro Hidráulico,Mantenimiento Hidráulico,Pedro Vilca,7.7,2187.04,337.24,2524.28,Pendiente,No
OT-2024191,2025-10-25,Southern Perú,Energía,Perforadora,Motor Eléctrico,Soldadura,Ana Torres,8.3,7279.37,438.66,7718.03,Completado,No
OT-2024543,2025-10-25,Minera Chapi,Minería,Tractor,Mando Final,Mantenimiento Hidráulico,Ana Torres,4.5,6885.36,249.42,7134.78,Completado,No
OT-2024401,2025-10-26,Minera Chapi,Minería,Perforadora,Acumulador de Freno,Mantenimiento Hidráulico,Luis Flores,8.5,4191.32,400.2,4591.52,Pendiente,No
OT-2024430,2025-10-31,Minera Chapi,Construcción,Excavadora,Arrancador,Soldadura,Luis Flores,1.5,6905.5,88.48,6993.98,Completado,No
OT-2024320,2025-10-31,Cementos Yura,Industria,Cargador Frontal,Arrancador,Cromado Duro,Ana Torres,6.6,715.91,251.85,967.76,Completado,No
OT-2024224,2025-11-02,Cementos Yura,Energía,Grúa,Bastidor,Mantenimiento Hidráulico,Pedro Vilca,6.2,6613.0,348.8,6961.8,Completado,No
OT-2024193,2025-11-02,Cementos Yura,Transporte,Volquete,Arrancador,Mantenimiento Hidráulico,Ana Torres,5.5,825.4,241.28,1066.68,Completado,No
OT-2024285,2025-11-03,Minera Chapi,Minería,Perforadora,Mando Final,Mantenimiento Hidráulico,Pedro Vilca,11.9,4249.95,597.31,4847.26,En proceso,No
OT-2024109,2025-11-05,Minera Chapi,Energía,Cargador Frontal,Arrancador,Mantenimiento Hidráulico,Luis Flores,14.1,4307.67,580.24,4887.91,Pendiente,No
OT-2024498,2025-11-05,Buenaventura,Construcción,Excavadora,Cilindro Hidráulico,Soldadura,José Quispe,5.6,4633.77,306.88,4940.65,Completado,No
OT-2024535,2025-11-06,Constructora Andina,Minería,Tractor,Motor Eléctrico,Mantenimiento Hidráulico,Ana Torres,10.2,4722.38,399.46,5121.84,Completado,No
OT-2024187,2025-11-07,Transportes Rodríguez,Minería,Volquete,Motor Eléctrico,Mantenimiento Hidráulico,Carlos Mamani,1.6,3374.38,91.66,3466.04,Completado,Sí
OT-2024303,2025-11-11,Buenaventura,Minería,Volquete,Mando Final,Cromado Duro,Ana Torres,15.7,3572.12,843.16,4415.28,Pendiente,No
OT-2024159,2025-11-12,Buenaventura,Energía,Grúa,Alternador,Mantenimiento Hidráulico,Ana Torres,4.0,6339.59,237.48,6577.07,En proceso,No
OT-2024412,2025-11-12,Cerro Verde,Minería,Perforadora,Bastidor,Soldadura,Luis Flores,2.0,3879.57,97.67,3977.24,Completado,No
OT-2024035,2025-11-12,Constructora Andina,Construcción,Perforadora,Motor Eléctrico,Sistema Eléctrico,Pedro Vilca,3.1,4872.43,172.58,5045.01,Completado,No
OT-2024383,2025-11-12,Buenaventura,Minería,Retroexcavadora,Alternador,Mantenimiento Hidráulico,Miguel Choque,11.3,1179.29,667.68,1846.97,Completado,No
OT-2024222,2025-11-14,Cementos Yura,Minería,Volquete,Mando Final,Sistema Eléctrico,Miguel Choque,2.8,1210.89,145.33,1356.22,Pendiente,No
OT-2024190,2025-11-14,Yura S.A.,Construcción,Perforadora,Cilindro Hidráulico,Mantenimiento Hidráulico,Miguel Choque,8.5,7062.93,419.64,7482.57,Completado,Sí
OT-2024126,2025-11-14,Minera Chapi,Minería,Excavadora,Suspensión,Mantenimiento Hidráulico,Luis Flores,6.2,7048.2,351.55,7399.75,Completado,No
OT-2024389,2025-11-15,Buenaventura,Transporte,Retroexcavadora,Estructura Metálica,Soldadura,Miguel Choque,5.8,1098.14,331.07,1429.21,Completado,No
OT-2024369,2025-11-16,Southern Perú,Transporte,Retroexcavadora,Motor Eléctrico,Soldadura,José Quispe,1.0,2177.96,46.77,2224.73,Completado,No
OT-2024039,2025-11-17,Cerro Verde,Industria,Volquete,Arrancador,Soldadura,Miguel Choque,6.3,7374.87,275.05,7649.92,Completado,No
OT-2024315,2025-11-18,Consorcio Vial Sur,Construcción,Tractor,Mando Final,Mantenimiento Hidráulico,Ana Torres,7.2,3859.04,300.34,4159.38,Completado,No
OT-2024539,2025-11-19,Cementos Yura,Construcción,Cargador Frontal,Mando Final,Mantenimiento Hidráulico,Carlos Mamani,9.1,1668.76,387.6,2056.36,Pendiente,No
OT-2024497,2025-11-20,Consorcio Vial Sur,Transporte,Grúa,Arrancador,Sistema Eléctrico,Luis Flores,2.7,817.86,97.68,915.54,En proceso,Sí
OT-2024141,2025-11-21,Cementos Yura,Transporte,Cargador Frontal,Cucharón,Mantenimiento Hidráulico,Pedro Vilca,1.0,1804.36,38.03,1842.39,Completado,No
OT-2024501,2025-11-21,Transportes Rodríguez,Minería,Retroexcavadora,Cilindro Hidráulico,Mantenimiento Hidráulico,Carlos Mamani,14.6,6983.51,683.36,7666.87,Completado,No
OT-2024197,2025-11-22,Cerro Verde,Minería,Retroexcavadora,Cucharón,Mantenimiento Hidráulico,Miguel Choque,12.3,413.88,551.34,965.22,Pendiente,No
OT-2024411,2025-11-22,Yura S.A.,Transporte,Volquete,Arrancador,Soldadura,Pedro Vilca,1.0,1195.05,45.23,1240.28,Pendiente,No
OT-2024586,2025-11-23,Southern Perú,Minería,Grúa,Mando Final,Soldadura,Pedro Vilca,8.0,4160.47,379.82,4540.29,Completado,No
OT-2024548,2025-11-25,Cementos Yura,Minería,Grúa,Mando Final,Mantenimiento Hidráulico,Pedro Vilca,8.6,1862.99,469.07,2332.06,En proceso,No
OT-2024463,2025-11-27,Southern Perú,Energía,Tractor,Cilindro Hidráulico,Soldadura,Ana Torres,4.4,3287.07,221.45,3508.52,Completado,No
OT-2024402,2025-11-28,Aceros Arequipa,Minería,Perforadora,Cucharón,Mantenimiento Hidráulico,Pedro Vilca,12.2,7957.74,488.56,8446.3,Completado,No
OT-2024558,2025-11-29,Aceros Arequipa,Construcción,Retroexcavadora,Cucharón,Soldadura,Luis Flores,6.8,1209.17,301.89,1511.06,Completado,No
OT-2024155,2025-11-29,Minera Chapi,Construcción,Retroexcavadora,Alternador,Soldadura,Miguel Choque,1.0,1590.37,52.15,1642.52,Pendiente,No
OT-2024210,2025-11-29,Cementos Yura,Minería,Grúa,Alternador,Mantenimiento Hidráulico,Pedro Vilca,8.3,5133.84,424.23,5558.07,Completado,No
OT-2024357,2025-11-30,Cementos Yura,Transporte,Grúa,Cucharón,Mantenimiento Hidráulico,Carlos Mamani,2.5,3461.53,134.83,3596.36,Completado,No
OT-2024037,2025-11-30,Constructora Andina,Energía,Volquete,Cucharón,Sistema Eléctrico,Carlos Mamani,9.3,3120.6,341.52,3462.12,Pendiente,Sí
OT-2024005,2025-12-01,Constructora Andina,Construcción,Tractor,Suspensión,Cromado Duro,José Quispe,12.1,720.83,508.49,1229.32,En proceso,No
OT-2024085,2025-12-02,Cerro Verde,Construcción,Excavadora,Cilindro Hidráulico,Sistema Eléctrico,Ana Torres,5.0,4565.26,176.22,4741.48,En proceso,No
OT-2024073,2025-12-03,Minera Chapi,Minería,Tractor,Rueda,Sistema Eléctrico,Pedro Vilca,2.5,240.13,138.75,378.88,Pendiente,No
OT-2024454,2025-12-04,Consorcio Vial Sur,Construcción,Retroexcavadora,Alternador,Soldadura,Miguel Choque,7.0,1706.65,327.48,2034.13,Completado,No
OT-2024300,2025-12-06,Buenaventura,Transporte,Tractor,Cilindro Hidráulico,Soldadura,Miguel Choque,6.5,3799.88,387.29,4187.17,Completado,No
OT-2024225,2025-12-10,Constructora Andina,Transporte,Cargador Frontal,Mando Final,Sistema Eléctrico,Miguel Choque,6.9,6081.38,247.7,6329.08,En proceso,No
OT-2024182,2025-12-10,Minera Chapi,Construcción,Grúa,Cilindro Hidráulico,Cromado Duro,Pedro Vilca,14.1,6275.27,808.04,7083.31,En proceso,No
OT-2024252,2025-12-11,Aceros Arequipa,Transporte,Volquete,Mando Final,Mantenimiento Hidráulico,Pedro Vilca,11.2,3444.36,604.54,4048.9,Completado,No
OT-2024568,2025-12-18,Yura S.A.,Transporte,Excavadora,Alternador,Soldadura,Luis Flores,4.8,1365.18,245.79,1610.97,Completado,No
OT-2024302,2025-12-20,Cerro Verde,Transporte,Excavadora,Estructura Metálica,Sistema Eléctrico,Ana Torres,3.3,7227.49,197.68,7425.17,Completado,No
OT-2024088,2025-12-20,Cementos Yura,Minería,Grúa,Arrancador,Soldadura,José Quispe,6.6,4860.31,360.33,5220.64,En proceso,No
OT-2024087,2025-12-25,Constructora Andina,Industria,Tractor,Acumulador de Freno,Cromado Duro,Pedro Vilca,7.1,786.99,344.58,1131.57,Completado,No
OT-2024127,2025-12-26,Buenaventura,Energía,Excavadora,Estructura Metálica,Mantenimiento Hidráulico,Carlos Mamani,12.7,1944.19,748.45,2692.64,En proceso,No
OT-2024083,2025-12-27,Constructora Andina,Construcción,Grúa,Rueda,Mantenimiento Hidráulico,Pedro Vilca,13.8,6420.96,590.07,7011.03,Completado,No
OT-2024399,2025-12-27,Minera Chapi,Construcción,Cargador Frontal,Estructura Metálica,Cromado Duro,Ana Torres,17.3,5746.89,867.2,6614.09,Pendiente,No
OT-2024518,2025-12-27,Minera Chapi,Minería,Grúa,Estructura Metálica,Mantenimiento Hidráulico,José Quispe,15.8,2524.05,732.75,3256.8,En proceso,No
OT-2024124,2025-12-28,Cementos Yura,Construcción,Volquete,Acumulador de Freno,Mantenimiento Hidráulico,Pedro Vilca,3.7,3009.06,137.61,3146.67,Completado,No
OT-2024555,2025-12-29,Southern Perú,Construcción,Excavadora,Arrancador,Soldadura,José Quispe,4.7,6673.53,213.34,6886.87,Completado,No
OT-2024533,2025-12-29,Consorcio Vial Sur,Minería,Retroexcavadora,Mando Final,Soldadura,Pedro Vilca,3.7,6897.08,218.55,7115.63,Pendiente,No
OT-2024223,2025-12-30,Cementos Yura,Construcción,Cargador Frontal,Mando Final,Mantenimiento Hidráulico,Miguel Choque,4.7,3008.39,276.92,3285.31,Completado,No
OT-2024075,2025-12-30,Aceros Arequipa,Minería,Tractor,Acumulador de Freno,Soldadura,Miguel Choque,5.1,6752.95,228.5,6981.45,Completado,No
